fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
1005,HOTEL TIMANFAYA PALACE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"C/. GRAN CANARIA, Nş 1, URBANIZACIÓN MONTAŃA ROJA (PARC. 28)",305,610,-13.844512,28.859976,etnhhvy9x3,612699.91,3193020.88
1006,HL PARADISE ISLAND,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"URBANIZACIÓN MONTAŃA ROJA, PARCELA 60",290,1160,-13.843653,28.868066,etnhhzr2et,612774.96,3193918.08
1007,HOTEL THE MIRADOR PAPAGAYO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,"CALLE LAS PALMAS, 5 - SAN MARCIAL DEL RUBICON",294,671,-13.804274,28.858568,etnhjvs134,616626.37,3192903.75
1008,APARTAMENTOS DON PACO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"AVENIDA LOS CANARIOS, 27",17,34,-15.689,27.77097,esuvfzx9eu,432112.16,3072022.16
1009,HOTEL HOTELITO DEL GOLFO,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES708,Lanzarote,ES708B9,Entidad no turística de Lanzarote,ES708B90,Núcleo no turístico de Lanzarote,"35034",Yaiza,"AVENIDA MARITIMA, 6",5,9,-13.829687,28.981212,etnhv7cebc,614013.25,3206468.3
1010,HOTEL VOLCAN LANZAROTE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,"CALLE EL CASTILLO,1",251,502,-13.811531,28.857881,etnhjtqv24,615919.26,3192820.52
1011,HOTEL PRINCESA YAIZA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca,"35034",Yaiza,"AVENIDA PAPAGAYO, S/N.",330,660,-13.823193,28.864195,etnhjqw607,614774.76,3193508.78
1012,HOTEL H10 RUBICON PALACE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"CALLE PARC. 100, URBANIZACIÓN. MONTAŃA ROJA",632,1264,-13.857279,28.862805,etnhhwm6jb,611451.58,3193322.28
1013,ROYAL MONICA PLAYA BLANCA  HOTEL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"CALLE IRLANDA,1",220,440,-13.862591,28.861881,etnhhw1sdh,610934.43,3193214.92
1014,HIPOTELS NATURA PALACE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"CALLE LANZAROTE, S/N.",269,550,-13.85214,28.862833,etnhhy34jw,611952.8,3193330.22
1015,HL CLUB PLAYA BLANCA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,CARRETERA FARO DE PECHIGUERA S/N,164,472,-13.834598,28.867869,etnhjpjzw8,613658.35,3193904.89
1016,LABRANDA SUITE HOTEL ALYSSA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,CALLE ESPAŃA 1,120,360,-13.847628,28.866348,etnhhyuqwv,612389.11,3193723.95
1017,HOTEL SECRETS LANZAROTE RESORT & SPA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B34,Puerto Calero,"35034",Yaiza,"URBANIZACIÓN CORTIJO VIEJO, S/N.",335,700,-13.711056,28.917109,etnhxbpym5,625648.77,3199485.53
1018,HOTEL COSTA CALERO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B34,Puerto Calero,"35034",Yaiza,URBANIZACIÓN PUERTO CALERO,340,680,-13.705938,28.918879,etnk80e8sm,626145.59,3199687.1
1019,APARTAMENTOS RIO PIEDRAS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE EL ANCLA, 2",100,326,-15.713276,27.78646,esuy46mgy5,429730.11,3073751.73
1020,HOTEL SANDOS PAPAGAYO BEACH & RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,"CALLE ACACIAS, 6",489,978,-13.797946,28.859246,etnhnj8tk9,617242.87,3192985.1
1021,HOTEL GRAN TAGORO PLAYA BLANCA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,CALLE HOYA DE AFRE S/N,327,981,-13.800802,28.860352,etnhjvyedp,616963.04,3193104.83
1022,HOTEL CORDIAL MARINA BLANCA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,"CALLE LA COCINILLA, 1, URBANIZACION CASTILLO DE ÁGUILA",96,201,-13.812819,28.859703,etnhjttzcy,615791.6,3193021.14
1023,APARTAMENTOS PLAYA FLAMINGO (FLAMINGO BEACH RESORT),ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"URBANIZACIÓN MONTAŃA ROJA, S/N",301,1200,-13.841949,28.859585,etnhjj8x70,612950.33,3192979.99
1024,APARTAMENTOS LAS BRISAS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"C/ LA GOMERA, Nş 1",144,484,-13.832475,28.864147,etnhjnx3zf,613869.47,3193494.52
1025,APARTAMENTOS GUTIERREZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca,"35034",Yaiza,"PLAZA NUESTRA SRA. DEL CARMEN, 2",7,16,-13.829089,28.862913,etnhjq3fwu,614201.08,3193361.05
1026,"APARTAMENTOS CASITAS, LAS",ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"AVENIDA CANARIAS, S/N",48,144,-13.833632,28.862832,etnhjnqdjj,613758.05,3193347.71
1027,APARTAMENTOS CAYBEACH SUN,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca,"35034",Yaiza,"CALLE LAS BREŃAS, S/N",150,467,-13.824392,28.868263,etnhjrm3u6,614653.35,3193958.37
1028,BUNGALOWS ATLANTIC GARDENS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"URBANIZACIÓN MONTAŃA ROJA, PARC.42",107,218,-13.846893,28.862522,etnhhym02h,612464.92,3193300.72
1029,APARTAMENTOS COLORADAMAR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,"CALLE LAS BUGANVILLAS,4",32,96,-13.800223,28.862175,etnhjynyr7,617017.48,3193307.4
1030,APARTAMENTOS MAYAGUEZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE LANZAROTE, 14",9,27,-15.711139,27.785196,esuy46pkrz,429939.83,3073610.49
1031,HOTEL TBH ROYAL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca,"35034",Yaiza,CALLE JANUBIO S/N,200,400,-13.821799,28.869175,etnhjrrr0s,614905.25,3194061.93
1032,APARTAMENTOS FINCA LA CALERITA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B9,Entidad no turística de Lanzarote,ES708B90,Núcleo no turístico de Lanzarote,"35034",Yaiza,"DISEMINADO LOS DISITOS, S/N",4,12,-13.731557,28.943932,etnhxt0fxe,623618.28,3202436.08
1033,APARTAMENTOS CASA DOMINGO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca,"35034",Yaiza,"CALLE LA TEGALA, 16",7,20,-13.831165,28.862099,etnhjq0mym,613999.48,3193268.86
1034,HOTEL RIO PLAYA BLANCA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"AVENIDA DE CANARIAS, PARCELA 24",190,475,-13.841277,28.862793,etnhjn31fy,613012.41,3193336.08
1035,HOTEL THB TROPICAL ISLAND HOTELS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca,"35034",Yaiza,"CALLE FRAGATA, 2",416,1336,-13.825232,28.871937,etnhjruz0x,614567.39,3194364.64
1036,APARTAMENTOS PUERTO CHICO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,AVENIDA CANARIAS S/N,26,106,-13.837237,28.857918,etnhjjkj91,613411.75,3192799.78
1037,TACANDE BOCAYNA VILLAGE,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,"CALLE EL MORAL, 2",48,192,-13.799992,28.863867,etnhjyx0hy,617038.12,3193495.1
1038,APARTAMENTOS LANZASUR CLUB,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"AVENIDA GRAN CANARIA, 26",230,460,-13.84419,28.861667,etnhhyngqu,612729.49,3193208.55
1039,APARTAMENTOS PALMERAS GARDEN,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"CALLE LANZAROTE, 18",49,98,-13.851432,28.863359,etnhhy3tq0,612021.29,3193389.17
1040,H10 WHITE SUITES BOUTIQUE HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca,"35034",Yaiza,"CALLE JANUBIO, 1",195,390,-13.821509,28.865069,etnhjqxrpq,614938.06,3193607.25
1041,APARTAMENTOS BUENAVISTA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"AVENIDA VENEGUERA, 14",18,66,-15.71609,27.786566,esuy467ukx,429452.94,3073765.08
1042,HOTEL EMBLEMATICO LA CASONA DE YAIZA,ALOJAMIENTOS,H0,5510_L3,Hotel Emblemático,"0",Categoría única,ES708,Lanzarote,ES708B9,Entidad no turística de Lanzarote,ES708B90,Núcleo no turístico de Lanzarote,"35034",Yaiza,VALLE DE FENAUSO 11,25,50,-13.76425,28.950684,etnhwy31vw,620424.05,3203150.53
1043,BUNGALOWS CASAS DEL SOL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"AVENIDA DE CANARIAS, 1",86,242,-13.835907,28.861085,etnhjnhbpb,613538.05,3193151.96
1044,APARTAMENTOS JARDINES DEL SOL,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Montańa Roja,"35034",Yaiza,"CALLE FRANCIA ,Nş 1 ,URBANIZACION MONTAŃA ROJA",53,332,-13.84425,28.865982,etnhhyyut9,612718.98,3193686.6
1045,LA CALA SUITES,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Rubicón - Papagayo,"35034",Yaiza,"C/ LA CÓMODA, S/N",45,96,-13.808639,28.857853,etnhjv2v5m,616201.39,3192820.24
1046,HOTEL ROYAL MARINA SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B34,Puerto Calero,"35034",Yaiza,BARRANCO DEL AGUA 22,26,52,-13.708195,28.917083,etnk801ypy,625927.72,3199485.69
1047,LABRANDA  SUITES COSTA ADEJE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA DE BRUSELAS, 8",439,1317,-16.733884,28.08918,esupg1qz24,329646.13,3108295.26
1048,HOTEL IBEROSTAR BOUGANVILLE PLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,URBANIZACIÓN SAN EUGENIO,481,914,-16.732119,28.074768,esupeqb53k,329796.84,3106695.87
1049,HOTEL CLUB ATLANTIS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AV. DE COLÓN, 3",25,87,-16.734259,28.077352,esupepq6rt,329590.6,3106985.19
1050,IBEROSTAR LAS DALIAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE GRAN BRETAŃA, 1",404,728,-16.730896,28.076283,esuper0ujy,329919.42,3106862.03
1051,HOTEL HOVIMA COSTA ADEJE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA ERNESTO SARTI, 8",313,626,-16.733476,28.083538,esupg0rn3w,329677.32,3107669.53
1052,APARTAMENTOS LUFESA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA TOMAS ROCA BOSCH, 10",42,130,-15.707212,27.791882,esuy4e677q,430330.99,3074348.91
1053,HOTEL GRAN TINERFE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA RAFAEL PUIG LLUVINA, 13",366,732,-16.731604,28.072099,esupeq27v6,329843.24,3106399.41
1054,HOTEL GUAYARMINA PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,CALLE LONDRES NUM. 1,505,992,-16.73494,28.084607,esupg0tuxw,329535.13,3107790.03
1055,HOTEL LOS HIBISCOS,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,URBANIZACIÓN SAN EUGENIO,288,577,-16.732403,28.075653,esupeppbdc,329770.32,3106794.33
1056,HOTEL JARDIN TROPICAL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,CALLE GRAN BRETAŃA S/N,415,800,-16.734018,28.07589,esupepn9vj,329611.98,3106822.85
1057,HOTEL APART. MALIBU PARK,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE ITALIA, 4",92,180,-16.725698,28.07855,esupers9qv,330433.83,3107105.97
1058,HOTEL HARD ROCK HOTEL TENERIFE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B12,Playa Paraíso,"38001",Adeje,"AVENIDA DE ADEJE 300, S/N. (URBANIZACIÓN PLAYA PARAISO)",624,1248,-16.774471,28.121357,esupfr34y2,325709.79,3111918.2
1059,HOTEL APART. PALM BEACH CLUB,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA V CENTENARIO, S/N",318,1268,-16.731652,28.0686,esupem8rkq,329833.01,3106011.78
1060,HOTEL APART. PANORAMA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"URBANIZACIÓN SAN EUGENIO,45",100,228,-16.734163,28.076543,esupepnt9w,329598.76,3106895.41
1061,HOTEL TROYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA RAFAEL PUIG LLUVINA, 2",354,708,-16.731604,28.067663,esupem83vr,329836.25,3105907.88
1062,HOVIMA LA PINTA BEACHFRONT FAMILY HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA ESPAŃA , 5. SAN EUGENIO URBANIZACIÓN.",229,678,-16.734383,28.080366,esupepy7ux,329583.17,3107319.33
1063,HOTEL BRONCEMAR BEACH SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,CALLE AJICAN 4,283,1110,-13.861882,28.39871,etn1s9f46x,611492.09,3141897.5
1064,APARTAMENTOS CALA DOR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA GRAN CANARIA, 14",78,234,-15.706174,27.79046,esuy4e555t,430432.34,3074190.79
1065,HOTEL APART. PONDEROSA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA LAS AMERICAS, S/N",97,194,-16.729549,28.072264,esupeq3uv3,330045.47,3106414.82
1066,HOTEL APART. SANTA MARIA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,URBANIZACIÓN SAN EUGENIO,192,468,-16.732371,28.081347,esupg0pceq,329782.45,3107425.21
1067,KOALA GARDEN,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA ERNESTO SARTI, 5",472,944,-16.73346,28.084405,esupg0x5d0,329680.26,3107765.57
1068,HOTEL COLÓN GUANAHANÍ,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,CALLE BRUSELAS S/N,154,314,-16.735278,28.088773,esupg1mszy,329508.5,3108252.12
1069,HOTEL GF FAŃABÉ,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"AVENIDA BRUSELAS, 13.",413,826,-16.735681,28.090557,esupg1trq7,329471.72,3108450.36
1070,GRAN HOTEL BAHIA DEL DUQUE RESORT,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"AVENIDA DE BRUSELAS,S/N",346,692,-16.742199,28.093618,esupg429nm,328836.08,3108798.69
1071,HOTEL APART. JARDIN CALETA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,AVENIDA LAS GAVIOTAS S/N,244,496,-16.753764,28.099402,esupfg26ch,327708.91,3109455.92
1072,HOTEL APART. VILLA DE ADEJE BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA DE LOS PUEBLOS, 41",120,325,-16.730655,28.08086,esupercng7,329950.32,3107368.85
1073,IBEROSTAR GRAN HOTEL ANTHELIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"CALLE LONDRES, 15",400,800,-16.737939,28.089426,esupg1ebcb,329248.05,3108328.21
1074,HOTEL JARDINES DE NIVARIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"CALLE PARIS, S/N",271,542,-16.736304,28.08881,esupg1kvpv,329407.74,3108257.66
1075,APARTAMENTOS PANAMA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA DE MOGAN, 7",7,28,-15.711611,27.78897,esuy46z4kz,429895.75,3074028.83
1076,HOTEL JACARANDA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE BRUSELAS, 4",563,1083,-16.732087,28.088177,esupg3216p,329821.13,3108181.61
1077,HOTEL RIU ARECAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"URBANIZACIÓN LA HERRADURA, PARCELA I",371,748,-16.745707,28.095001,esupffw1hx,328493.58,3108956.88
1078,HOTEL WYNDHAM RESIDENCES COSTA ADEJE,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE FINLANDIA,10",63,164,-16.723917,28.075729,esupern0br,330604.44,3106790.91
1079,HOTEL H10 COSTA ADEJE PALACE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"PLAYA DE LA ENRAMADA, S/N",467,934,-16.749124,28.096851,esupffgsj0,328160.77,3109166.69
1080,HOTEL COSTA ADEJE GRAN HOTEL,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"AVENIDA BRUSELAS , 16",458,802,-16.736716,28.093297,esupg4hxq6,329374.35,3108755.42
1081,HOTEL APART. EL DUQUE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"AVENIDA BRUSELAS , 14",210,486,-16.735139,28.092937,esupg4jv4z,329528.74,3108713.31
1082,HOTEL APART. ATLANTIC HOLIDAY CENTER,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE LA LAVA, 10",94,188,-16.783403,28.127483,eth0406wqq,324842.29,3112609.85
1083,HOTEL OLÉ TROPICAL TENERIFE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,CALLE BOLIVIA S/N,189,382,-16.727452,28.066878,esupem7mqj,330243.1,3105815.1
1084,BAHIA PRINCIPE SUNLIGHT COSTA ADEJE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CARRETERA EL PUERTITO,505,1010,-16.736773,28.093312,esupg4hxku,329368.77,3108757.16
1085,HOTEL RIU PALACE TENERIFE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"CALLE LA HERRADURA, PARECELA I. URBANIZACIÓN. LA CALETA",296,592,-16.74737,28.094513,esupffkymu,328329.39,3108905.15
